ID;kalimat
250; Serabi dibawa dari Semarang oleh Paman Noel
250; Serabi dari Semarang tersebut dibawa oleh Paman Noel 
252; Kerja kelompok hari ini akan dilakukan di rumah Ami
252; Hari ini, kerja kelompok akan dilakukan di rumah Ami
252; Hari ini, kerja kelompok di rumah Ami akan dilakukan
252; Di rumah Ami, kerja kelompok akan dilakukan hari ini
252; Di rumah Ami, kerja kelompok hari ini akan dilakukan  
253; Hari ini kita akan berwisata ke Yogyakarta
253; Hari ini kita berwisata ke Yogyakarta
253; Kita akan berwisata ke Yogyakarta hari ini
253; Kita berwisata ke Yogyakarta hari ini
254; Kampus ini juga menerima mahasiswa dari luar negeri
254; Kampus ini menerima mahasiswa dari luar negeri
254; Kampus ini menerima mahasiswa luar negeri
254; Mahasiswa dari luar negeri juga diterima oleh kampus ini
254; Mahasiswa luar negeri diterima oleh kampus ini
255; Aksi demo dilakukan di depan Gedung MPR
255; Di depan Gedung MPR dilakukan aksi demo
255; Di depan Gedung MPR, aksi demo dilakukan  
256; Di Bandung, aku bertemu dengan seorang kawan lama
256; Aku bertemu dengan seorang kawan lama di Bandung 
257; Sepulang dari kantor, aku mampir ke rumah makan
257; Ketika pulang dari kantor, aku mampir ke rumah makan
257; Ketika pulang dari kantor, aku mampir di rumah makan
257; Aku mampir ke rumah makan sepulang dari kantor
257; Aku mampir di rumah makan ketika pulang dari kantor
258; Kami naik kereta api dari Stasiun Gambir
258; Dari Stasiun Gambir, kami naik kereta api
258; Di Stasiun Gambir, kami naik kereta api 
258; Kereta api dinaiki oleh kami dari Stasiun Gambir
258; Dari Stasiun Gambir, kereta api dinaiki oleh kami 
259; Dodol merupakan makanan khas dari Garut
260; Banyak wisatawan mancanegara yang berwisata ke Pulau Bali
260; Pulau Bali diwisatai oleh banyak wisatawan mancanegara 
261; Di rumahnya terdapat banyak koleksi mainan zaman dulu
261; Terdapat banyak koleksi mainan zaman dulu di rumahnya
262; Profesor Manaf merupakan jebolan dari Universitas Connecticut
263; Ibu Dita membaca buku
263; Ibu Dita sedang membaca buku
263; Buku dibaca Ibu Dita
263; Buku dibaca oleh Ibu Dita
263; Buku tersebut dibaca oleh Ibu Dita
265; Pak Roni membeli Roti
265; Pak Roni sedang membeli Roti
265; Roti dibeli Pak Roni
265; Roti dibeli oleh Pak Roni
265; Roti tersebut dibeli Pak Roni
267; Mbak Tukimin mengenakan baju merah
267; Mbak Tukimin sedang mengenakan baju merah
267; Baju merah dikenakan Mbak Tukimin
267; Baju merah dikenakan oleh Mbak Tukimin
267; Baju merah tersebut dikenakan oleh Mbak Tukimin
269; Kita mencetak gol ke gawang lawan
269; Gol dicetak kita ke gawang lawan
269; Gol dicetak oleh kita ke gawang lawan
269; Gol ke gawang lawan tersebut dicetak oleh kita
269; Gol ke gawang lawan dicetak oleh kita
271; Mbak Shinta memintal benang wol
271; Mbak Shinta sedang memintal benang wol
271; Benang wol dipintal Mbak Shinta
271; Benang wol dipintal oleh Mbak Shinta
271; Benang wol tersebut dipintal oleh Mbak Shinta
272; Saya mengetik cerita
272; Saya sedang mengetik cerita
272; Cerita diketik saya
272; Cerita diketik oleh saya
272; Cerita tersebut diketik oleh saya
274; Balonku ada lima
274; Balonku itu ada lima
275; Aku ada di depan gedung
275; Di depan gedung ada aku
275; Di depan gedung, aku berada
275; Aku berada di depan gedung
276; Kita kehausan
276; Kita haus
277; Ayah Dodi membeli motor
277; Ayah Dodi sedang membeli motor
277; Motor dibeli Ayah Dodi
277; Motor dibeli oleh Ayah Dodi
277; Motor tersebut dibeli oleh Ayah Dodi
279; Ibu Sukiyem menjual kue di pasar
279; kue dijual Ibu Sukiyem di pasar
279; kue dijual oleh Ibu Sukiyem di pasar
279; Di pasar, kue dijual oleh Ibu Sukiyem
279; Di pasar, kue tersebut dijual oleh Ibu Sukiyem 
281; Mas Ridho bertanya pada guru
281; Mas Ridho bertanya kepada guru
281; Mas Ridho bertanya ke guru
281; Mas Ridho menanyai guru
281; Guru ditanyai oleh Mas Ridho 
282; Anjing itu menggonggong
282; Anjing menggonggong
283; Suara harimau mengaum
283; Suara harimau tersebut mengaum
283; Suara harimau yang mengaum
284; Kucing itu berlarian
284; Kucing berlarian
285; Adik tidur
285; Adik tertidur
285; Adik sedang tidur
286; Ibu Rina memasak di dapur
286; Ibu Rina masak di dapur
286; Ibu Rina sedang memasak di dapur
286; Di dapur, Ibu Rina memasak 
286; Di dapur, Ibu Rina sedang memasak 
287; Ibu Tina pergi ke pasar
287; Ibu Tina sedang pergi ke pasar
287; Ibu Tina sedang pergi menuju pasar
287; Ibu Tina pergi menuju pasar
288; Kak Rima menulis surat
288; Kak Rima sedang menulis surat
288; Surat ditulis Kak Rima
288; Surat ditulis oleh Kak Rima
288; Surat tersebut ditulis oleh Kak Rima
290; Pak Toni menutup jendela
290; Pak Toni sedang menutup jendela
290; Jendela ditutup Pak Toni
290; Jendela ditutup oleh Pak Toni
290; Jendela tersebut ditutup oleh Pak Toni
292; Bu Ayu mendesah
292; Bu Ayu yang mendesah
293; Susi menyiram tanaman
293; Susi sedang menyiram tanaman
293; Tanaman disiram susi
293; Tanaman disiram oleh susi 
293; Tanaman tersebut disiram oleh susi 
295; Dia menggoda
295; Dia yang menggoda
296; Dia terduduk
296; Dia duduk
296; Dia yang duduk
297; Ibu Dodi bersimpuh
297; Ibu Dodi yang bersimpuh
297; Ibu Dodi sedang bersimpuh
298; Kami bersujud
298; Kami sujud
299; Balita merangkak
299; Balita yang merangkak
299; Balita sedang merangkak
300; Mereka terperanjat
300; Mereka yang terperanjat
301; Polisi bersiaga
301; Polisi siaga
302; Aku berteriak
302; Aku teriak
303; Polisi mengatur lalin
303; Polisi sedang mengatur lalin
303; Lalin diatur Polisi
303; Lalin diatur oleh Polisi
303; Lalin itu diatur oleh Polisi
305; Bu Resti menutup mata
305; Bu Resti sedang menutup mata
305; Bu Resti tutup mata
305; Mata ditutup Bu Resti
305; Mata ditutup oleh Bu Resti
307; Kak Sally membuat adonan
307; Adonan dibuat Kak Sally
307; Adonan tersebut dibuat Kak Sally
307; Adonan itu dibuat Kak Sally
307; Adonan dibuat oleh Kak Sally
309; Aku mengikuti Bapak John
309; Aku ikut Bapak John
309; Aku sedang mengikuti Bapak John
309; Bapak John diikuti Aku
309; Bapak John diikuti oleh Aku
311; Tukang membangun rumah
311; Tukang sedang membangun rumah
311; Rumah dibangun tukang
311; Rumah dibangun oleh tukang
311; Rumah itu dibangun oleh tukang
313; Nenek Yanti menanti Kakek Joni
313; Nenek Yanti sedang menanti Kakek Joni
313; Kakek Joni dinanti Nenek Yanti
313; Kakek Joni dinanti oleh Nenek Yanti
315; Kami membasuh muka
315; Kami sedang membasuh muka
315; Kami sedang basuh muka
315; Muka dibasuh kami
315; Muka dibasuh oleh kami
317; Pakdhe Yayas menampar kakak
317; Pakdhe Yayas sedang menampar kakak
317; Kakak ditampar Pakdhe Yayas
317; Kakak ditampar oleh Pakdhe Yayas
319; Kami mendonorkan darah
319; Kami sedang mendonorkan darah
319; Darah didonorkan kami
319; Darah didonorkan oleh kami
321; Om Wiwit menipu temannya
321; Om Wiwit sedang menipu temannya
321; Om Wiwit menipu teman
321; Temannya ditipu Om Wiwit
321; Temannya ditipu oleh Om Wiwit
323; Ibu menarik adik
323; Ibu sedang menarik adik
323; Adik ditarik Ibu
323; Adik ditarik oleh Ibu
325; Aku merindukan Bu Azka
325; Aku rindu Bu Azka
325; Aku sedang rindu Bu Azka
325; Bu Azka dirindukan aku
325; Bu Azka dirindukan oleh aku
327; Adik membawa makanan
327; Adik bawa makanan
327; Makanan dibawa adik
327; Makanan dibawa oleh adik
327; Makanan tersebut dibawa oleh adik
329; Suster Siska merawat pasien
329; Suster Siska sedang merawat pasien
329; Pasien dirawat Suster Siska
329; Pasien dirawat oleh Suster Siska
329; Pasien tersebut dirawat oleh Suster Siska
331; Tante Suti mencicipi masakan 
331; Tante Suti sedang mencicipi masakan 
331; Masakan dicicipi Tante Suti
331; Masakan tersebut dicicipi Tante Suti
331; Masakan tersebut dicicipi oleh Tante Suti
333; Aku bercerita
333; Aku yang bercerita
333; Aku sedang bercerita
334; Kakek Glenn meninggal
334; Kakek Glenn yang meninggal
335; Tante Siti melamar pekerjaan
335; Tante Siti sedang melamar pekerjaan
335; Pekerjaan dilamar Tante Siti
335; Pekerjaan dilamar oleh Tante Siti
335; Pekerjaan tersebut dilamar oleh Tante Siti
337; Doni tertembak peluru
337; Doni yang tertembak peluru
338; Nenek Krista berambut putih
338; Rambut Nenek Krista berwarna putih
338; Rambut Nenek Krista warna putih
338; Rambut Nenek Krista putih
339; Kak Putri berkata kasar
339; Kata Kak Putri kasar
340; Adik Kayla tertabrak mobil
340; Adik Kayla yang tertabrak mobil
340; Adik Kayla yang tertabrak oleh mobil
340; Mobil menabrak Adik Kayla
340; Mobil yang menabrak Adik Kayla
341; Kami berteriak
341; Kami teriak
342; Pak Risman tertimpa pohon
342; Pak Risman tertimpa oleh pohon
342; Pohon menimpa Pak Risman
344; Bu Angela membaca naskah drama
344; Bu Angela sedang membaca naskah drama
344; Naskah drama dibaca Bu Angela
344; Naskah drama dibaca oleh Bu Angela
344; Naskah drama tersebut dibaca oleh Bu Angela
346; Ibu membawa adik ke pasar
346; Ibu sedang membawa adik ke pasar
346; Adik dibawa ibu ke pasar
346; Adik dibawa oleh ibu ke pasar
346; Adik dibawa ke pasar oleh ibu 
348; Budhe Tiwi menggelar tikar
348; Budhe Tiwi sedang menggelar tikar
348; Tikar digelar Budhe Tiwi 
348; Tikar digelar oleh Budhe Tiwi 
348; Tikar tersebut digelar oleh Budhe Tiwi 
350; Pak Ahmad membawa makanan
350; Pak Ahmad sedang membawa makanan
350; Makanan dibawa Pak Ahmad
350; Makanan dibawa oleh Pak Ahmad
350; Makanan tersebut dibawa oleh Pak Ahmad
352; Kakak Dina menghadiri pesta pernikahan
352; Kakak Dina sedang menghadiri pesta pernikahan
352; Pesta pernikahan dihadiri Kakak Dina
352; Pesta pernikahan tersebut dihadiri Kakak Dina
352; Pesta pernikahan dihadiri oleh Kakak Dina
354; Ibu Fio menjahit baju
354; Ibu Fio sedang menjahit baju
354; Baju dijahit Ibu Fio
354; Baju dijahit oleh Ibu Fio
354; Baju tersebut dijahit oleh Ibu Fio
356; Om Bagus memperbaiki motor
356; Om Bagus sedang memperbaiki motor
356; Motor diperbaiki Om Bagus
356; Motor tersebut diperbaiki Om Bagus
356; Motor diperbaiki oleh Om Bagus
358; Pak Ridwan menyumbang semen
358; Pak Ridwan menyumbangkan semen
358; Semen disumbang Pak Ridwan
358; Semen disumbangkan oleh Pak Ridwan
358; Semen tersebut disumbangkan oleh Pak Ridwan
360; Bu Bowo membenamkan tikus di sawah
360; Tikus dibenamkan Bu Bowo di sawah
360; Tikus dibenamkan oleh Bu Bowo di sawah
360; Tikus tersebut dibenamkan oleh Bu Bowo di sawah
360; Tikus tersebut dibenamkan di sawah oleh Bu Bowo
362; Afgan menyanyikan lagu sendu
362; Afgan menyanyikan lagu yang sendu
362; Lagu sendu dinyanyikan Afgan
362; Lagu yang sendu dinyanyikan Afgan
362; Lagu sendu dinyanyikan oleh Afgan
364; Ibu Tina menyimpan wasiat
364; Ibu Tina menyimpan wasiat tersebut
364; Wasiat disimpan Ibu Tina
364; Wasiat disimpan oleh Ibu Tina
364; Wasiat tersebut disimpan oleh Ibu Tina
366; Ayah mengunci pintu
366; Pintu dikunci Ayah
366; Pintu dikunci oleh Ayah
366; Pintu itu dikunci oleh Ayah
366; Pintu tersebut dikunci oleh Ayah
368; Adik merawat kucing
368; Kucing dirawat Adik
368; Kucing dirawat oleh Adik
368; Kucing itu dirawat oleh Adik
368; Kucing tersebut dirawat oleh Adik
370; TNI menjaga kebhinekaan
370; Kebhinekaan dijaga TNI
370; Kebhinekaan dijaga oleh TNI
371; Kebhinnekaan dijaga TNI
371; Kebhinnekaan dijaga oleh TNI
371; TNI menjaga kebhinnekaan 
372; Buruh menuntut gaji
372; Gaji dituntut Buruh
372; Gaji dituntut oleh Buruh
374; Pak Bagus menyukai Bu Ani
374; Pak Bagus suka dengan Bu Ani
374; Pak Bagus suka Bu Ani
374; Bu Ani disukai Pak Bagus
374; Bu Ani disukai oleh Pak Bagus
376; Paman membuang sampah
376; Paman sedang membuang sampah
376; Sampah dibuang Paman
376; Sampah dibuang oleh Paman
376; Sampah tersebut dibuang oleh Paman
378; Yanto memarahi petugas
378; Yanto marah dengan petugas
378; Petugas dimarahi Yanto
378; Petugas dimarahi oleh Yanto
378; Petugas tersebut dimarahi oleh Yanto
380; Ibu Rina menuang air
380; Ibu Rina sedang menuang air
380; Air dituang Ibu Rina
380; Air dituang oleh Ibu Rina
380; Air tersebut dituang oleh Ibu Rina
382; Penjajah mengusir pribumi
382; Pribumi diusir Penjajah
382; Pribumi diusir oleh Penjajah
384; Kami membenci pembohong
384; Pembohong dibenci kami
384; Pembohong dibenci oleh kami
386; Mereka berpelukan
386; Mereka sedang berpelukan
387; Kami bersalaman
387; Kami sedang bersalaman
388; Mas Rio tertimpa pohon
388; Mas Rio tertimpa oleh pohon
388; Pohon menimpa Mas Rio
390; Duta besar tertembak peluru
390; Duta besar tertembak oleh peluru
391; Turis memotret pawai
391; Pawai dipotret Turis
391; Pawai dipotret oleh Turis
393; Aku mengirim pesanan ke pembeli
393; Pesanan ke pembeli dikirim aku
393; Pesanan ke pembeli dikirim oleh aku
393; Pesanan dikirim oleh aku ke pembeli
393; Pesanan dikirim aku ke pembeli
395; Bu Hana mengajarkan statistik kepada mahasiswa
395; Bu Hana mengajarkan statistik untuk mahasiswa
395; Statistik diajarkan Bu Hana kepada mahasiswa
395; Statistik diajarkan oleh Bu Hana kepada mahasiswa
395; Statistik diajar oleh Bu Hana untuk mahasiswa
397; Kami membeli buku di toko Gramedia
397; Di toko Gramedia, kami membeli buku 
397; Buku dibeli Kami di toko Gramedia
397; Buku dibeli oleh kami di toko Gramedia
397; Di toko Gramedia, buku dibeli oleh Kami
399; Ayah terjatuh di persimpangan jalan
399; Di persimpangan jalan, ayah terjatuh
400; Kakak Judi meninggalkan pacarnya
400; Pacarnya ditinggalkan Kakak Judi 
400; Pacarnya ditinggal oleh Kakak Judi 
400; Pacarnya tersebut ditinggal oleh Kakak Judi 
400; Pacarnya tersebut ditinggalkan oleh Kakak Judi 
401; Pak Camat berpidato di podium
401; Pak Camat pidato di podium
401; Di podium, Pak Camat berpidato 
401; Di podium, Pak Camat pidato 
402; Ulama Abdul memimpin umat
402; Umat dipimpin ulama Abdul
402; Umat dipimpin oleh ulama Abdul
404; Ibu membeli sayur di warung
404; Di warung, Ibu membeli sayur
404; Sayur dibeli Ibu di warung
404; Sayur dibeli oleh Ibu di warung
404; Di warung, sayur dibeli Ibu 
406; Kak Mira menanam tanaman obat
406; Kak Mira sedang menanam tanaman obat
406; Tanaman obat ditanam Kak Mira
406; Tanaman obat ditanam oleh Kak Mira
406; Tanaman obat tersebut ditanam oleh Kak Mira
408; Kami datang dari Yogyakarta
408; Dari Yogyakarta, kami datang 
409; Kami berolahraga 
409; Kami sedang berolahraga 
409; Kami olahraga 
410; Mahasiswa menyampaikan orasi di tengah jalan
410; Di tengah jalan, mahasiswa menyampaikan orasi 
410; Di tengah jalan, mahasiswa sedang menyampaikan orasi 
410; Orasi disampaikan mahasiswa di tengah jalan
410; Di tengah jalan, orasi disampaikan oleh mahasiswa 
412; Adik berangkat ke sekolah
412; Adik sedang berangkat ke sekolah
412; Adik yang berangkat ke sekolah
413; Mas Linton membuka kaleng roti
413; Mas Linton sedang membuka kaleng roti
413; Kaleng roti dibuka Mas Linton
413; Kaleng roti dibuka oleh Mas Linton
413; Kaleng roti tersebut dibuka oleh Mas Linton
415; Ibu berbelanja
415; Ibu yang berbelanja
415; Ibu sedang berbelanja
416; Kepala sekolah mengumumkan nilai
416; Kepala sekolah sedang mengumumkan nilai
416; Nilai diumumkan Kepala sekolah
416; Nilai diumumkan oleh Kepala sekolah
416; Nilai tersebut diumumkan oleh Kepala sekolah
418; Rakyat mendukung pemerintah
418; Pemerintah didukung Rakyat
418; Pemerintah didukung oleh Rakyat
420; Pak Joko memukul pencuri di rumah
420; Di rumah, Pak Joko memukul pencuri
420; Pencuri dipukul Pak Joko di rumah
420; Pencuri dipukul oleh Pak Joko di rumah
420; Di rumah, pencuri dipukul oleh Pak Joko
422; Saya membuka kaleng roti
422; Saya sedang membuka kaleng roti
422; Kaleng roti dibuka saya
422; Kaleng roti dibuka oleh saya
422; Kaleng roti itu dibuka oleh saya
424; Saya berbelanja
424; Saya yang berbelanja
424; Saya sedang berbelanja
425; Direktur mengumumkan penilaian
425; Direktur sedang mengumumkan penilaian
425; Penilaian diumumkan oleh direktur
425; Penilaian diumumkan direktur
425; Penilaian tersebut diumumkan direktur
426; Bu Susi  mendukung pemerintah
426; Pemerintah didukung Bu Susi
426; Pemerintah didukung oleh Bu Susi
428; Ayah memukul pencuri di rumah
428; Di rumah, ayah memukul pencuri
428; Pencuri dipukul Ayah di rumah
428; Pencuri dipukul Ayah oleh di rumah
428; Pencuri tersebut dipukul Ayah oleh di rumah
430; CPU menentukan pemenang
430; Pemenang ditentukan CPU
430; Pemenang ditentukan oleh CPU
430; Pemenang tersebut ditentukan oleh CPU
432; Pak Dwi memberikan hadiah kepada pemenang
432; Pak Dwi memberikan hadiah untuk pemenang
432; Hadiah diberikan Pak Dwi kepada pemenang
432; Hadiah diberikan Pak Dwi untuk pemenang
432; Hadiah diberikan oleh Pak Dwi kepada pemenang
434; Saya memegang adik perempuan
434; Saya sedang memegang adik perempuan
434; adik perempuan dipegang saya
434; adik perempuan dipegang oleh saya
434; adik perempuan tersebut dipegang oleh saya
436; Bu Sakinah membawa adiknya ke sekolah
436; Adiknya dibawa oleh Bu Sakinah ke sekolah
436; Adiknya dibawa Bu Sakinah ke sekolah
436; Adiknya dibawa ke sekolah oleh Bu Sakinah 
437; Anda memilih pasangan
437; Pasangan dipilih anda
437; Pasangan dipilih oleh anda
438; Kami merayakan kemenangan
438; Kami sedang merayakan kemenangan
438; Kemenangan dirayakan kami
438; Kemenangan dirayakan oleh kami
438; Kemenangan tersebut dirayakan oleh kami
440; Mas Anis mengajukan keluhan
440; Mas Anis sedang mengajukan keluhan
440; Keluhan diajukan oleh Mas Anis
440; Keluhan diajukan Mas Anis
440; Keluhan tersebut diajukan Mas Anis
441; Deformasi gambar
442; Bu Okta melukis wanita
442; Bu Okta sedang melukis wanita
442; Wanita dilukis Bu Okta
442; Wanita dilukis oleh Bu Okta
442; Wanita tersebut dilukis oleh Bu Okta
444; Mas Budi mencetak kartu nama di Sampurna
444; Di Sampurna, Mas Budi mencetak kartu nama
444; Kartu nama dicetak Mas Budi di Sampurna
444; Kartu nama dicetak oleh Mas Budi di Sampurna
444; Kartu nama tersebut dicetak oleh Mas Budi di Sampurna
446; Saudara melompat
446; Saudara yang melompat
446; Saudara sedang melompat
447; Pengacara membela terdakwa di pengadilan
447; Di pengadilan, pengacara membela terdakwa 
447; Di pengadilan, Terdakwa dibela oleh pengacara 
447; Terdakwa dibela pengacara di pengadilan
447; Terdakwa dibela oleh pengacara di pengadilan
449; Hakim menghukumnya
449; Hakim menghukum
450; Jaksa menuntut tersangka di pengadilan
450; Di pengadilan, jaksa menuntut tersangka
450; Di pengadilan, tersangka dituntut oleh jaksa
450; Tersangka dituntut jaksa di pengadilan
450; Tersangka dituntut oleh jaksa di pengadilan
452; Mereka menerima kekalahan
452; Kekalahan tersebut diterima oleh mereka  
452; Kekalahan diterima oleh mereka  
452; Kekalahan diterima mereka  
452; Kekalahan yang mereka terima  
453; Adik Zahra menjual kue
453; Kue yang Adik Zahra jual
453; Kue dijual Adik Zahra
453; Kue dijual oleh Adik Zahra
453; Kue tersebut dijual oleh Adik Zahra
455; Ibu memberi makan
455; Ibu yang memberi makan
455; Makan yang Ibu beri
455; Makan diberi Ibu
455; Makan diberi oleh Ibu
457; Suster Diana mendapat uang
457; Suster Diana yang mendapat uang
457; Uang didapat Suster Diana
457; Uang yang Suster Diana dapat
457; Uang didapat oleh Suster Diana
459; Anda menghabiskan uang
459; Anda yang menghabiskan uang
459; Uang dihabiskan Anda
459; Uang yang Anda habiskan
459; Uang dihabiskan oleh Anda
461; Kerumunan orang membakar mobil di jalanan
461; Mobil dibakar kerumunan orang di jalanan
461; Di jalanan, kerumunan orang membakar mobil 
461; Di jalanan, mobil dibakar kerumunan orang
461; Di jalanan, mobil dibakar oleh kerumunan orang
463; Warga menangkap babi di hutan
463; Babi yang warga tangkap di hutan
463; Di hutan, warga menangkap babi 
463; Di hutan, babi ditangkap oleh warga 
463; Di hutan, babi ditangkap warga 
464; Bu Zee Zee menceritakan kisah tragis
464; Bu Zee Zee yang menceritakan kisah tragis
464; Kisah tragis diceritakan Bu Zee Zee
464; Kisah tragis yang Bu Zee Zee ceritakan
464; Kisah tragis diceritakan oleh Bu Zee Zee
466; Para penjaga menangkap pencuri
466; Para penjaga yang menangkap pencuri
466; Pencuri yang para penjaga tangkap
466; Pencuri ditangkap para penjaga
466; Pencuri ditangkap oleh para penjaga
468; Saya menyeka lantai
468; Saya yang menyeka lantai
468; Lantai yang saya seka
468; Lantai diseka saya
468; Lantai diseka oleh saya
470; Tentara memelihara perdamaian di Indonesia
470; Perdamaian dipelihara tentara di Indonesia
470; Perdamaian di Indonesia dipelihara oleh tentara 
470; Perdamaian di Indonesia yang tentara pelihara 
470; Perdamaian yang tentara pelihara di Indonesia 
472; Saya mencari nafkah
472; Saya yang mencari nafkah
472; Nafkah yang saya cari
472; Nafkah dicari saya
472; Nafkah dicari oleh saya
474; Pak Ogah menanam padi
474; Pak Ogah yang menanam padi
474; Padi yang Pak Ogah tanam
474; Padi ditanam Pak Ogah
474; Padi ditanam oleh Pak Ogah
476; Kontraktor membeli tanaman
476; Kontraktor yang membeli tanaman
476; Tanaman yang kontraktor beli
476; Tanaman dibeli kontraktor
476; Tanaman dibeli oleh kontraktor
478; Perantara memeras petani
478; Perantara yang memeras petani
478; Petani yang perantara peras
478; Petani diperas perantara
478; Petani diperas oleh perantara
480; Dik Dilan menonton kartun di TV
480; Kartun yang Dik Dilan tonton di TV
480; Kartun ditonton Dik Dilan di TV
480; Kartun ditonton oleh Dik Dilan di TV
480; Kartun di TV ditonton oleh Dik Dilan
482; Ibu Salsa menuangkan air
482; Ibu Salsa yang menuangkan air
482; Air yang Ibu Salsa tuang 
482; Air dituang Ibu Salsa 
482; Air dituang oleh Ibu Salsa 
484; Ibu melipat pakaian
484; Ibu yang melipat pakaian
484; Pakaian yang Ibu lipat
484; Pakaian dilipat Ibu
484; Pakaian dilipat oleh Ibu
486; Wartawan meliput berita
486; Wartawan yang meliput berita
486; Berita yang wartawan liput
486; Berita diliput wartawan
486; Berita diliput oleh wartawan
488; Sister Asti mengunyah permen
488; Sister Asti yang mengunyah permen
488; permen dikunyah Sister Asti
488; permen dikunyah oleh Sister Asti
488; permen yang Sister Asti kunyah
490; Ayah mengendarai mobil
490; Ayah yang mengendarai mobil
490; Mobil dikendarai Ayah
490; Mobil dikendarai oleh Ayah
490; Mobil yang Ayah kendarai
492; Bu Prapto membuat pupuk
492; Bu Prapto yang membuat pupuk
492; Pupuk dibuat Bu Prapto
492; Pupuk dibuat oleh Bu Prapto
492; Pupuk yang Bu Prapto buat
494; Pak Adi meledakkan pipa di halaman
494; Pipa diledakkan Pak Adi di halaman
494; Pipa yang Pak Adi ledakkan di halaman
494; Pipa diledakkan oleh Pak Adi di halaman
494; Pipa di halaman diledakkan oleh Pak Adi
496; Krishna menanam kedelai di kebun
496; Krishna yang menanam kedelai di kebun
496; Kedelai ditanam Krishna di kebun
496; Kedelai ditanam oleh Krishna di kebun
496; Kedelai yang Krishna tanam di kebun
498; Mbak Rina mencuci di kamar mandi
498; Di kamar mandi, Mbak Rina mencuci 
499; Nenek sedang menunggu kakek di teras
499; Nenek yang sedang menunggu kakek di teras
499; Kakek sedang ditunggu nenek di teras
499; Kakek sedang ditunggu oleh nenek di teras
499; Kakek yang nenek tunggu di teras
501; Anda membersihkan dapur
501; Anda yang membersihkan dapur
501; Dapur yang Anda bersihkan
501; Dapur dibersihkan Anda
501; Dapur dibersihkan oleh Anda
503; Mas Dudi menyeberang sungai
503; Mas Dudi yang menyeberang sungai
503; Sungai yang Mas Dudi sebrangi
503; Sungai diseberangi Mas Dudi
503; Sungai diseberangi oleh Mas Dudi
505; Ia mencari uang
505; Ia yang mencari uang
505; uang yang ia cari
505; uang dicari ia
505; uang dicari oleh ia
507; Kak Intan bermain bola
507; Kak Intan yang bermain bola
507; bola yang Kak Intan mainkan
507; bola dimainkan Kak Intan
507; bola dimainkan oleh Kak Intan
509; Rudi belajar bahasa
509; Bahasa yang Rudi pelajari
510; Saskia memancing ikan
510; Saskia yang memancing ikan
510; Ikan yang Saskia pancing
510; Ikan dipancing Saskia
510; Ikan dipancing oleh Saskia
512; Mbak Hana menggambar kartun
512; Mbak Hana yang menggambar kartun
512; Kartun yang Mbak Hana gambar 
512; Kartun digambar Mbak Hana
512; Kartun yang digambar oleh Mbak Hana
513; Akmal berangkat ke sekolah
513; Akmal sedang berangkat ke sekolah
513; Akmal yang berangkat ke sekolah
514; Lisa menempel foto keluarga di ruang tamu
514; Lisa di ruang tamu sedang menempel foto keluarga 
514; Di ruang tamu, Lisa menempel foto keluarga 
514; Di ruang tamu, foto keluarga ditempel Lisa 
514; Foto keluarga di ruang tamu ditempel oleh Lisa 
515; Adik menangis
515; Adik yang menangis
515; Adik sedang menangis
516; Ibu pingsan
516; Ibu yang pingsan
517; Presiden Joko berkunjung ke Papua
517; Kunjungan Presiden Joko ke Papua
517; Papua dikunjungi oleh Presiden Joko
518; Semua pemenang naik ke podium
518; Podium dinaiki oleh semua pemenang
519; Paman tidur di lantai
519; Di lantai, paman tidur
520; Aku membeli sayur di pasar
520; Aku yang membeli sayur di pasar
520; Sayur yang aku beli di pasar
520; Di pasar, aku membeli sayur
520; Di pasar, sayur dibeli aku 
521; Kami berlari
521; Kami yang berlari
521; Kami sedang berlari
522; Bagus memperbaiki laptop
522; Bagus yang memperbaiki laptop
522; Laptop yang diperbaiki Bagus
522; Laptop yang Bagus perbaiki
522; Laptop diperbaiki oleh Bagus
523; Toni membunuh cicak menggunakan sapu
523; Toni yang membunuh cicak menggunakan sapu
523; Cicak dibunuh Toni menggunakan sapu
523; Cicak yang Toni bunuh menggunakan sapu
523; Cicak dibunuh oleh Toni menggunakan sapu
525; Warga mendemo Lurah baru
525; Warga mendemo Lurah yang baru
525; Lurah baru didemo warga
525; Lurah baru didemo oleh warga
525; Lurah yang baru didemo oleh warga
527; Para tamu undangan menikmati sajian pesta
527; Sajian pesta yang para tamu undangan nikmati
527; Sajian pesta dinikmati para tamu undangan
527; Sajian pesta dinikmati oleh para tamu undangan
527; Sajian pesta yang dinikmati oleh para tamu undangan
529; Aku membuat artikel kesehatan mata
529; Aku yang membuat artikel kesehatan mata
529; Artikel kesehatan mata dibuat oleh aku
529; Artikel kesehatan mata yang dibuat oleh aku
529; Artikel kesehatan mata yang aku buat
530; Bu Nina mengumumkan hasil ulangan matematika kepada para siswa
530; hasil ulangan matematika diumumkan Bu Nina kepada para siswa
530; hasil ulangan matematika diumumkan oleh Bu Nina kepada para siswa
530; hasil ulangan matematika yang Bu Nina umumkan kepada para siswa
530; hasil ulangan matematika untuk para siswa yang Bu Nina umumkan 
532; Ibu membuat bubur kacang ijo
532; Ibu yang membuat bubur kacang ijo
532; Bubur kacang ijo yang Ibu buat 
532; Bubur kacang ijo dibuat Ibu 
532; Bubur kacang ijo dibuat oleh Ibu 
534; Warga membantu acara pernikahan putri Presiden Jokowi
